basePrice,demand,occupancy,weekend,season,leadDays,rating,finalPrice
5955,89,82,0,0,32,4.6,8299.0
4447,80,65,0,2,53,3.2,6871.0
3219,87,65,1,0,20,3.6,4597.0
1780,52,24,0,0,17,3.4,2064.0
4766,35,66,1,2,57,4.6,7438.0
3387,99,67,1,0,11,4.9,5183.0
4766,87,44,1,0,13,3.2,6503.0
2166,80,97,1,1,25,3.8,3460.0
5688,42,25,0,0,20,4.8,6674.0
2171,35,17,1,1,25,3.7,2934.0
3469,54,96,0,2,42,4.4,5334.0
5656,93,54,1,1,45,3.2,8660.0
4622,72,49,0,2,49,3.9,6984.0
5400,76,63,0,0,31,4.0,7160.0
2023,61,23,0,0,53,4.5,2418.0
3893,77,68,1,1,1,3.6,6466.0
4617,35,62,1,2,52,3.5,7096.0
4093,84,36,1,0,16,3.6,5700.0
3468,11,56,0,1,48,4.1,4154.0
3253,23,89,1,1,28,4.8,4794.0
3796,39,15,1,1,21,4.7,5279.0
3761,58,64,1,0,30,3.1,4978.0
3786,21,53,0,2,59,4.8,5276.0
5702,99,27,1,0,3,3.2,8712.0
4378,53,25,1,0,34,3.8,5536.0
5643,42,21,0,2,6,4.5,8571.0
5144,22,29,0,1,43,3.2,6242.0
5932,87,54,0,0,29,3.1,7401.0
3555,97,73,0,1,3,3.7,5599.0
2776,35,68,0,1,58,4.5,3808.0
4266,30,99,0,2,33,4.0,6409.0
1802,37,31,1,2,11,3.8,2659.0
2138,57,56,1,2,45,4.6,3365.0
1555,49,38,0,1,5,4.5,2237.0
2025,75,95,1,1,50,4.6,3374.0
5623,82,54,0,0,32,3.9,7354.0
3625,96,86,1,1,47,3.0,5913.0
4787,88,18,0,2,18,3.3,7038.0
1864,86,33,0,2,47,4.5,2851.0
3146,32,24,1,2,20,4.5,4674.0
2418,90,45,1,2,52,4.9,4097.0
4297,57,22,1,1,52,3.4,5873.0
3031,11,100,1,2,39,3.2,4673.0
4845,93,53,1,0,49,3.3,6793.0
3406,29,80,1,1,40,3.4,5030.0
4586,68,81,1,2,28,4.1,7484.0
3575,55,87,1,0,13,5.0,5176.0
2213,12,85,0,2,26,4.2,3109.0
2562,64,45,1,1,16,4.0,3640.0
3476,21,70,1,1,25,4.3,4888.0
2796,49,90,0,0,10,3.1,3694.0
1625,75,49,0,1,29,4.6,2236.0
5096,87,36,0,0,46,4.3,6404.0
4783,25,10,0,2,38,3.3,6123.0
3103,92,43,1,1,20,4.3,4786.0
1566,43,77,1,2,54,4.2,2346.0
1732,53,97,0,2,26,3.1,2738.0
3656,15,30,0,1,32,3.5,4229.0
2669,86,42,1,2,39,3.8,4300.0
3658,73,16,1,0,38,3.5,4826.0
5706,31,74,1,0,59,3.5,7413.0
2993,27,12,1,0,49,4.1,3424.0
5507,21,60,0,1,53,3.9,7067.0
3972,61,88,1,2,24,4.3,6588.0
4160,60,63,0,2,31,4.9,6501.0
4239,80,89,0,2,40,4.3,6951.0
3261,57,83,0,2,12,4.2,5100.0
5014,28,68,1,0,58,4.7,6613.0
3475,15,15,0,1,57,4.3,4113.0
3862,93,38,1,0,36,3.3,5330.0
2376,36,26,0,0,10,3.6,2507.0
5312,62,69,1,1,6,4.5,8768.0
4948,57,31,0,1,7,4.5,7155.0
2812,16,33,0,0,53,5.0,3158.0
2960,68,90,1,2,31,4.3,5015.0
4209,78,94,1,1,27,4.8,6762.0
3824,20,60,0,1,8,3.1,4921.0
3233,24,59,0,0,3,4.1,4113.0
3105,73,20,1,2,40,4.8,4849.0
4063,12,65,0,1,47,3.6,5107.0
4921,78,80,1,0,21,3.3,7165.0
5017,32,51,1,1,1,3.7,7626.0
3897,62,48,0,2,45,4.6,5848.0
5235,46,78,1,0,54,3.2,7133.0
4370,18,57,0,0,50,4.2,5013.0
2660,24,66,1,2,15,3.3,4103.0
1742,12,30,1,0,7,3.9,2326.0
4090,79,91,0,2,15,4.9,6819.0
2563,26,29,1,0,25,3.4,3045.0
5824,35,24,0,2,3,3.1,8578.0
4095,30,78,1,1,30,3.9,5925.0
2419,81,86,1,1,58,4.2,3851.0
1505,30,60,1,1,14,3.6,2184.0
1967,20,85,1,0,52,4.1,2570.0
5670,47,71,0,2,4,4.9,9232.0
1503,81,94,1,2,36,3.6,2714.0
2145,97,46,1,1,3,3.6,3773.0
1617,44,15,1,1,5,4.0,2244.0
4428,23,80,0,1,25,4.0,5948.0
4051,23,35,0,2,31,3.0,5493.0
5789,19,17,0,1,11,4.2,6980.0
2346,21,82,0,0,8,5.0,3058.0
4262,47,100,1,1,26,3.6,6355.0
2641,43,13,1,1,2,4.3,3868.0
3310,50,30,1,2,28,3.0,4959.0
2223,19,40,0,0,48,4.2,2598.0
1724,26,30,0,2,57,3.9,2461.0
5708,26,34,1,0,60,4.1,6903.0
3548,76,24,1,0,10,4.1,4561.0
5915,71,44,1,1,50,3.4,8746.0
3073,10,58,0,1,39,4.5,3910.0
3328,21,52,1,2,37,4.1,4988.0
3417,13,50,1,2,39,3.5,5052.0
5734,51,46,0,2,21,4.9,8388.0
3526,22,66,0,0,28,3.0,4056.0
5244,94,51,1,2,38,4.5,8886.0
2401,95,56,0,0,56,3.8,3121.0
3539,13,70,1,0,33,4.0,4431.0
1509,91,23,1,0,11,3.6,2060.0
1760,78,77,1,0,45,3.6,2576.0
3173,28,62,1,0,44,3.0,3866.0
3719,11,93,0,1,1,4.5,5537.0
3560,21,43,0,0,53,4.4,4115.0
5213,90,85,0,0,47,4.3,7201.0
3119,83,33,1,1,33,4.8,4930.0
1820,15,29,1,1,3,4.8,2563.0
2842,17,78,1,1,26,4.1,4098.0
3876,60,39,0,2,15,4.4,5737.0
4332,20,97,0,2,41,3.0,6257.0
4324,72,16,1,0,14,4.7,5736.0
3494,66,45,0,0,23,4.6,4473.0
4458,21,47,0,0,60,3.0,5263.0
3538,82,89,0,0,54,4.1,4739.0
4990,11,61,0,1,56,4.8,6139.0
5177,17,24,1,2,8,3.4,7201.0
2618,20,55,0,1,54,3.7,3315.0
3104,62,32,1,2,36,3.7,4867.0
5527,19,21,0,1,20,3.7,6625.0
1735,94,53,1,0,52,3.1,2437.0
3469,93,24,1,2,6,3.6,6174.0
5929,17,58,0,0,33,3.6,6701.0
3408,45,30,1,2,28,4.7,5363.0
1875,85,24,1,2,50,3.7,3040.0
5030,23,23,0,0,38,3.9,5663.0
4135,63,51,1,0,30,3.8,5486.0
3070,94,89,0,0,46,3.2,4226.0
4060,95,24,1,1,43,5.0,6047.0
4891,30,72,0,2,17,4.7,7227.0
4465,59,77,0,2,9,4.1,6904.0
5143,48,36,0,2,28,4.0,7540.0
5350,29,96,0,0,54,4.3,6787.0
2372,97,62,0,2,7,3.7,3938.0
2752,96,61,1,2,46,3.1,4703.0
2814,16,72,1,0,28,3.8,3494.0
4398,18,82,0,0,17,5.0,5278.0
1577,10,62,1,2,40,3.4,2387.0
4121,35,66,1,1,60,4.1,5845.0
5727,47,61,1,0,48,3.0,7440.0
2100,47,52,0,1,44,3.2,2905.0
2565,70,16,0,1,44,4.2,3455.0
3636,53,51,1,1,60,3.6,5294.0
3949,95,13,0,1,60,4.8,5385.0
3843,53,78,0,0,5,3.8,5483.0
3363,83,14,1,2,5,3.4,5641.0
2818,71,84,0,2,14,4.1,4416.0
5097,15,89,0,0,6,4.6,6950.0
5262,26,50,0,0,7,3.0,6657.0
3690,60,13,0,1,55,4.0,4617.0
2492,47,11,0,1,53,4.5,3253.0
4212,33,76,1,0,17,3.2,5620.0
3692,60,30,0,2,59,4.8,5350.0
2748,19,79,0,1,9,3.5,3655.0
4554,81,52,1,0,31,3.3,6394.0
5533,30,91,1,0,22,4.2,7321.0
3497,79,78,0,0,45,3.4,4612.0
5187,94,18,1,1,9,4.4,7542.0
3651,66,93,0,0,59,4.0,4978.0
5518,48,37,1,2,16,3.2,8371.0
4610,97,35,0,0,36,4.8,6054.0
3470,42,91,1,1,34,4.3,5223.0
1697,68,92,0,2,45,4.1,2664.0
4126,27,12,1,2,13,3.7,5651.0
2702,65,82,0,0,19,3.3,3653.0
3535,66,58,0,0,12,4.4,4572.0
1977,85,26,0,2,36,4.6,2980.0
2754,57,72,1,0,10,3.3,3743.0
2422,51,64,1,1,16,4.0,3632.0
1919,36,32,0,2,28,4.0,2507.0
3704,83,43,0,0,56,3.7,4657.0
4097,61,78,0,2,19,4.6,6406.0
2620,51,24,0,0,40,3.2,3126.0
4568,41,56,1,0,6,3.4,6266.0
2450,35,12,1,1,4,3.0,3607.0
3836,34,92,1,0,30,3.7,5133.0
3743,84,37,0,0,39,3.6,4721.0
4145,32,12,0,0,31,4.7,4631.0
3357,66,13,1,1,46,4.5,4651.0
3365,61,97,1,0,27,3.2,4659.0
4412,96,40,1,0,45,4.5,6319.0
4353,40,54,1,0,21,4.4,5905.0
4728,73,68,0,2,37,3.6,7203.0
5219,80,54,0,1,9,3.0,7201.0
4728,42,84,0,2,35,3.2,6913.0
3871,94,46,1,1,42,3.5,5898.0
4391,11,74,0,1,47,4.6,5634.0
5256,27,18,1,2,52,3.9,7452.0
5725,56,26,1,1,21,4.8,8191.0
1594,42,74,1,1,17,4.6,2219.0
4174,93,12,1,2,55,3.6,6763.0
3455,44,35,1,0,24,4.7,4348.0
2293,60,62,0,1,31,3.2,3252.0
3334,27,40,0,2,6,3.1,5165.0
3616,97,35,0,1,57,4.2,5300.0
5606,81,32,1,2,35,3.7,9043.0
4825,39,39,0,0,50,3.7,5691.0
4419,53,19,1,1,37,4.4,6188.0
4097,62,81,0,0,13,4.7,5565.0
4705,19,98,1,0,25,3.6,6225.0
2314,96,73,1,2,32,3.7,4052.0
1845,61,31,0,1,59,4.1,2568.0
3849,58,24,1,1,1,4.3,5999.0
1862,20,65,0,1,49,3.4,2356.0
3943,75,83,0,1,58,4.8,5918.0
3765,67,29,0,1,35,4.3,5038.0
3688,99,56,1,2,58,4.3,6223.0
4505,45,96,1,1,19,4.8,7014.0
4781,42,62,1,0,53,4.8,6440.0
2484,56,62,1,0,52,3.3,3410.0
3139,22,10,0,1,54,3.3,3696.0
2327,49,11,1,2,12,4.5,3523.0
4230,98,67,0,2,40,4.9,7062.0
5031,77,28,0,1,40,4.3,6881.0
5951,51,71,1,0,47,3.8,8050.0
4435,28,87,1,1,43,4.4,6558.0
5376,91,81,0,1,20,3.5,7763.0
1626,28,21,1,1,33,5.0,2269.0
4677,67,35,0,2,29,3.9,6789.0
4556,32,36,1,2,16,4.9,7045.0
2103,63,38,1,0,14,3.9,2868.0
4949,89,24,0,0,7,4.9,7109.0
5646,74,55,0,1,6,3.7,8746.0
5033,21,10,0,0,21,4.5,5390.0
4867,33,69,1,1,36,4.9,7070.0
4868,43,66,1,0,22,4.3,6364.0
5297,62,12,1,1,40,4.4,7586.0
3292,17,27,0,2,54,3.2,4189.0
4361,27,61,0,1,19,3.9,5677.0
4976,66,69,1,2,25,4.8,8373.0
4917,14,43,0,2,3,3.5,7399.0
3145,35,98,1,0,36,4.6,4357.0
2705,39,69,0,0,45,4.4,3185.0
4530,63,35,1,2,53,3.4,7033.0
4372,22,81,1,1,59,3.6,6250.0
4572,92,28,1,1,34,3.9,6894.0
3354,38,31,0,0,11,3.3,3775.0
5521,12,42,0,1,48,4.8,6882.0
4208,99,47,1,1,42,4.5,6533.0
5002,67,44,1,1,47,3.7,7334.0
2832,85,76,1,2,27,3.6,4865.0
1701,11,92,1,2,42,4.4,2674.0
5007,84,19,1,1,2,3.8,7947.0
5712,37,100,1,0,6,3.5,8709.0
2074,91,24,0,1,46,3.9,2904.0
2036,86,20,0,0,2,4.7,2848.0
3125,95,99,0,2,42,3.1,5158.0
3622,85,33,0,1,17,3.7,4899.0
1885,11,86,1,1,40,4.9,2600.0
4781,16,13,1,0,58,3.0,5419.0
1974,35,22,1,0,48,4.8,2387.0
1917,99,82,0,1,14,3.7,2907.0
5100,97,66,0,1,10,3.4,7606.0
2454,85,46,1,0,45,3.0,3444.0
2705,25,57,0,2,33,3.1,3797.0
5620,32,80,0,0,42,3.3,6927.0
3490,49,10,1,1,54,3.1,4762.0
5072,69,69,1,2,12,3.7,8407.0
5880,82,21,1,2,32,3.1,9267.0
5658,41,30,0,2,49,4.4,7844.0
4213,24,20,1,2,24,4.6,5920.0
3703,22,53,1,1,14,4.8,5091.0
4620,14,67,1,2,5,4.1,7515.0
2466,84,53,0,0,51,4.9,3381.0
4932,83,87,0,0,5,3.0,7297.0
2188,61,43,1,0,47,3.3,2831.0
5743,86,34,1,1,32,3.6,8562.0
5201,50,13,0,2,45,4.6,7340.0
1841,62,73,0,0,49,4.8,2500.0
3224,59,99,1,0,33,4.2,4619.0
5922,24,25,0,0,60,3.8,6418.0
3292,16,19,1,2,46,4.3,4598.0
3259,49,75,1,0,4,3.4,4843.0
4712,37,44,0,2,57,3.9,6553.0
2489,41,92,1,2,30,4.0,4131.0
3762,24,15,1,2,41,3.2,5181.0
3982,94,28,0,1,17,3.1,5353.0
2451,79,68,1,1,3,4.5,4160.0
2222,74,62,0,2,13,4.1,3409.0
4889,13,17,1,2,44,3.7,6862.0
3579,20,87,1,1,48,3.9,5091.0
4217,35,19,0,1,36,4.9,5366.0
3832,70,76,0,2,18,3.8,6067.0
4876,46,47,0,1,23,3.2,6296.0
3000,32,38,0,0,35,3.9,3497.0
1785,94,24,0,2,49,4.3,2903.0
4995,100,96,0,2,33,3.0,8329.0
3565,49,32,1,1,51,3.7,4890.0
2268,86,91,0,0,54,3.8,3179.0
4557,32,55,1,1,36,3.9,6261.0
5789,25,92,0,0,17,3.6,7013.0
3661,70,37,1,0,39,4.3,5097.0
4793,77,35,1,2,34,4.9,7805.0
2446,89,19,0,0,12,4.8,3274.0
4835,40,56,1,2,5,4.3,8187.0
5650,62,13,1,0,48,4.0,7155.0
2981,34,64,1,2,40,4.7,4671.0
3401,53,75,0,0,55,4.7,4431.0
4951,21,76,0,1,27,4.7,6841.0
5564,99,16,1,0,60,3.3,7621.0
1554,18,64,0,1,40,3.1,1892.0
3323,21,89,0,0,13,5.0,4136.0
4962,78,40,1,0,26,4.9,6957.0
4579,63,83,1,2,14,4.1,7497.0
2332,63,28,0,0,32,5.0,2875.0
5908,37,37,0,0,11,4.5,6916.0
4306,65,90,0,0,38,4.0,5808.0
3990,78,37,1,1,16,3.8,5891.0
1827,86,28,0,2,55,4.2,2621.0
4810,67,96,0,2,57,4.0,7665.0
4800,87,29,0,0,22,5.0,6295.0
5175,84,22,1,0,57,4.0,7126.0
4554,51,86,1,1,47,4.7,7073.0
3643,47,52,1,0,16,4.6,4691.0
2811,77,20,0,2,13,3.1,3928.0
4691,62,57,0,2,12,3.2,6856.0
4038,42,24,1,1,18,4.3,5705.0
5483,80,26,0,1,29,3.5,7476.0
1664,65,63,0,2,18,4.3,2812.0
5777,81,59,0,1,46,3.3,8320.0
2322,60,37,1,0,2,3.8,3363.0
2443,83,92,0,0,54,3.2,3293.0
5925,52,13,0,1,2,3.6,8279.0
2274,24,31,1,2,3,3.2,3647.0
3698,47,95,0,1,29,4.9,5465.0
4656,24,48,1,2,56,3.8,6890.0
5742,14,43,0,1,8,4.8,7431.0
5195,92,53,1,1,11,4.9,8170.0
4952,63,51,1,1,12,4.8,7519.0
2414,60,49,0,0,32,3.9,3028.0
2808,19,21,0,0,4,4.6,3417.0
5677,21,11,1,2,9,3.3,7706.0
2013,13,37,0,1,24,3.2,2295.0
3420,27,83,1,0,49,4.8,4730.0
5094,89,95,0,1,56,3.1,7742.0
2909,45,90,0,2,16,4.9,4568.0
4690,34,99,0,0,17,4.3,6184.0
5991,96,76,0,2,47,3.8,9619.0
3055,85,80,1,0,52,3.3,4383.0
2304,45,81,1,1,58,4.4,3414.0
2779,76,93,0,2,22,4.1,4350.0
5077,18,85,0,0,7,4.4,6774.0
4401,70,90,0,0,10,3.8,5812.0
2887,62,19,0,1,29,3.1,3554.0
4261,27,95,0,2,36,3.6,6227.0
4179,52,66,1,2,24,3.6,6625.0
3606,44,95,1,2,56,3.0,5984.0
5723,72,46,0,1,46,3.0,7693.0
4268,87,86,1,0,14,3.7,6411.0
5453,13,100,1,0,14,4.5,7329.0
4686,50,73,0,2,25,4.2,7124.0
4780,54,88,1,0,46,3.5,6675.0
4073,59,95,1,2,22,4.2,6647.0
4099,88,49,1,1,52,4.3,6209.0
5533,37,69,1,1,50,4.0,8055.0
1736,51,57,0,1,47,4.0,2360.0
2804,89,28,1,2,23,3.7,4339.0
4930,85,81,1,0,32,3.2,7124.0
2801,78,42,1,1,26,3.8,4230.0
4041,10,53,0,2,51,3.7,5364.0
3551,48,46,1,2,27,4.2,5471.0
1941,99,98,1,1,45,4.7,3405.0
3576,26,45,1,1,12,3.8,4940.0
4680,100,90,0,1,19,4.4,7436.0
4157,97,97,0,0,19,4.6,5975.0
5298,44,30,0,0,52,3.4,6201.0
2304,55,11,0,2,34,4.8,3156.0
1574,51,40,0,1,32,3.1,2129.0
3675,48,39,1,1,29,4.8,5195.0
5424,99,85,0,0,21,3.3,7612.0
3589,58,53,1,1,35,3.7,5285.0
1540,71,21,0,2,42,4.2,2316.0
3581,47,60,0,1,5,4.8,5280.0
3122,32,58,0,0,12,3.5,3711.0
1841,31,33,1,2,7,4.5,2987.0
5552,13,33,1,2,41,4.4,8140.0
3574,58,69,1,1,2,3.3,5692.0
2145,68,20,0,2,25,4.0,2969.0
5763,82,22,0,1,10,4.0,7696.0
2109,77,100,0,1,38,3.6,3130.0
1954,80,81,0,0,44,4.6,2638.0
4453,96,83,0,2,6,4.9,7956.0
3208,11,81,0,1,27,4.4,4187.0
4972,58,73,1,1,35,4.9,7739.0
4469,97,29,1,1,10,3.1,6658.0
4528,40,81,0,2,9,3.1,6790.0
4181,49,82,1,2,20,4.8,6902.0
5129,57,80,1,2,37,4.8,8410.0
5725,60,87,1,1,35,3.2,8697.0
4567,52,37,0,2,37,3.7,6692.0
2886,64,11,0,1,40,4.7,3895.0
5276,97,52,0,2,8,3.3,8372.0
4366,58,17,0,2,46,3.5,6169.0
4863,99,22,1,1,56,4.4,7327.0
5624,89,94,0,2,54,5.0,9559.0
1648,66,44,0,1,31,4.6,2335.0
5350,86,32,0,2,49,4.6,8273.0
3558,24,55,1,2,43,3.7,5339.0
2636,36,24,1,2,58,4.3,3799.0
1686,77,11,1,2,16,3.2,2618.0
4354,89,70,1,0,28,5.0,6624.0
2750,73,85,1,1,6,4.0,4749.0
2833,39,73,0,0,32,4.3,3585.0
5693,45,61,1,2,28,4.8,8963.0
5650,76,45,1,2,11,3.0,9136.0
4211,95,76,0,1,42,5.0,6575.0
3285,95,78,0,1,23,3.7,4753.0
2250,58,76,0,1,30,3.7,3253.0
3262,85,56,1,1,9,3.3,4940.0
5420,64,92,0,2,28,4.7,8682.0
5960,94,11,1,1,24,4.7,8796.0
1981,65,53,0,0,59,3.0,2466.0
1653,77,73,1,1,28,3.1,2421.0
3024,53,90,1,1,24,4.8,4599.0
3620,40,87,1,0,15,3.2,4935.0
3843,67,37,1,0,39,4.2,5080.0
2740,96,100,0,0,50,4.2,3988.0
1560,62,63,0,0,33,4.7,2029.0
2438,93,83,1,1,47,4.1,4178.0
3139,88,76,0,0,34,3.9,4218.0
5620,32,45,1,2,22,4.9,8551.0
5726,37,72,0,1,29,3.5,7595.0
5069,25,34,0,2,34,3.5,7001.0
2752,46,95,1,1,42,3.2,4139.0
5703,30,57,1,1,52,5.0,8133.0
1671,88,48,0,2,47,4.4,2685.0
2958,26,56,1,0,10,3.0,3602.0
5049,46,30,0,0,51,4.4,5824.0
5697,86,39,0,2,54,3.8,8705.0
3822,28,40,0,0,60,4.9,4478.0
3136,39,35,1,1,60,3.6,4231.0
4615,54,31,1,1,45,4.4,6598.0
5590,27,30,0,1,30,4.3,7172.0
4504,87,10,1,0,56,3.0,5934.0
1829,71,46,1,0,11,4.8,2334.0
5140,45,86,0,2,54,3.3,7862.0
5394,93,94,1,1,34,4.3,9061.0
5607,61,55,1,2,21,4.6,9094.0
2841,28,18,0,0,59,4.3,3166.0
5163,53,26,1,2,13,3.2,7587.0
1715,16,56,0,0,54,5.0,1923.0
1838,53,94,1,1,25,3.5,2769.0
5562,77,68,1,1,54,4.3,8553.0
4208,43,63,0,0,58,4.6,5182.0
4652,75,95,0,0,21,4.9,6502.0
3250,78,21,1,0,1,4.2,4699.0
3921,64,73,0,1,58,3.5,5675.0
2209,19,15,0,0,5,4.7,2702.0
5226,51,62,1,1,53,3.3,7623.0
5142,50,25,0,2,22,3.0,7173.0
5493,86,99,1,1,7,4.8,9805.0
1988,78,14,1,2,13,4.2,3112.0
1546,19,82,0,1,45,3.1,2116.0
4859,19,55,1,1,52,4.2,6814.0
1900,100,23,0,0,23,3.3,2213.0
5490,69,53,1,1,21,3.1,7932.0
4657,60,72,0,0,6,3.2,6461.0
5845,30,61,0,0,20,4.6,6943.0
1890,17,35,1,0,12,4.5,2232.0
5353,74,62,0,1,40,4.2,7604.0
5930,87,38,0,0,9,3.4,7526.0
2128,94,28,0,2,50,4.5,3125.0
5732,39,56,1,2,28,3.8,8783.0
4430,94,17,1,1,11,4.0,6716.0
3021,58,32,0,0,52,4.8,3673.0
2326,18,44,0,2,32,3.9,3235.0
3000,26,62,1,1,11,4.3,4228.0
4794,78,67,1,1,24,4.9,7521.0
3919,67,14,1,1,56,3.9,5506.0
2434,66,25,0,1,15,4.1,3318.0
4542,71,26,1,1,41,4.2,6502.0
5997,61,41,0,0,35,3.5,7315.0
2966,70,61,1,0,17,4.5,4108.0
5061,49,29,0,0,25,4.5,6079.0
2114,47,75,1,0,49,3.4,2738.0
2682,52,93,0,1,35,3.0,3836.0
4723,72,91,1,1,19,5.0,7587.0
4167,28,10,1,2,41,4.2,5832.0
1630,59,67,0,2,31,3.4,2622.0
4483,42,92,1,0,17,3.6,6215.0
5778,22,53,1,1,55,4.2,7871.0
5959,87,15,1,2,50,3.3,9342.0
1538,71,59,1,2,23,3.1,2309.0
5459,52,81,0,2,47,4.6,8246.0
5087,58,97,0,2,1,4.4,8839.0
2420,45,29,1,0,58,3.6,2918.0
4269,19,23,0,1,10,3.1,5142.0
5611,15,14,0,0,8,4.0,6067.0
1992,66,50,0,2,42,3.6,2870.0
2631,10,49,0,2,26,3.8,3768.0
5021,80,43,0,1,34,3.5,6981.0
1810,67,89,1,1,19,3.4,2802.0
2238,100,54,0,0,14,3.8,2917.0
4741,30,80,1,1,8,4.9,6883.0
2045,89,89,0,0,51,3.5,2609.0
3961,65,80,1,0,1,3.7,6022.0
5846,96,36,1,2,48,3.7,9701.0
3304,29,87,1,0,25,4.0,4330.0
4712,63,87,0,2,24,4.7,7371.0
5310,34,53,0,0,47,3.8,6142.0
2313,37,42,1,0,20,4.6,2840.0
5624,14,42,1,1,56,3.2,7479.0
3532,30,53,0,1,30,4.8,4527.0
5913,27,29,0,2,5,3.4,8711.0
1744,56,45,1,1,3,3.1,2672.0
1771,79,16,0,0,32,3.3,2233.0
5011,66,41,0,2,17,3.4,7268.0
3271,28,76,0,2,42,4.0,4723.0
2762,74,48,0,2,5,3.9,4430.0
3924,12,33,0,0,11,4.4,4256.0
5861,51,95,0,1,38,3.1,8174.0
2420,30,79,1,2,4,4.0,4095.0
4930,49,97,1,0,39,3.7,7082.0
5935,76,96,1,1,19,4.3,9502.0
5984,34,63,1,1,39,3.1,8516.0
4124,64,47,1,2,46,3.1,6555.0
5260,93,83,1,0,49,3.9,7838.0
3550,61,89,0,1,23,4.6,5281.0
5000,53,84,0,0,17,4.3,6538.0
2665,94,41,1,1,13,3.0,3873.0
1875,65,54,1,2,27,3.4,2978.0
3533,64,70,1,2,1,3.5,6212.0
1645,96,79,0,1,2,3.8,2871.0
5888,79,97,0,0,18,4.2,8100.0
1931,86,62,0,1,36,3.4,2824.0
2204,96,60,0,0,45,3.8,2852.0
4132,82,85,1,1,33,4.2,6745.0
5994,90,65,1,2,36,3.8,10222.0
2463,75,36,1,0,2,3.3,3493.0
3734,28,47,1,2,4,4.0,6257.0
3541,92,71,0,0,16,3.6,4913.0
3328,16,27,0,1,4,4.7,4641.0
3608,72,73,1,2,57,4.6,6204.0
5568,51,86,0,2,9,3.4,8573.0
2438,51,39,0,0,49,3.3,2851.0
2306,68,58,0,0,21,3.7,3087.0
2963,29,50,0,0,23,3.8,3355.0
4915,82,22,1,2,52,4.9,7818.0
1510,26,43,0,1,60,3.6,1851.0
3368,36,34,1,0,53,4.7,4312.0
2384,56,75,0,1,2,4.0,3568.0
5064,11,27,0,0,3,4.8,6091.0
2889,72,14,1,1,23,4.4,4048.0
4901,71,28,1,0,26,4.4,6524.0
5821,28,51,0,1,47,4.0,7499.0
2324,26,27,0,2,7,4.7,3413.0
3765,78,41,1,0,36,3.5,4997.0
2436,48,30,0,0,44,4.8,2950.0
4300,91,19,0,2,33,4.3,6665.0
4053,80,46,1,0,49,3.9,5570.0
5345,90,58,0,0,36,5.0,7364.0
3296,48,95,0,2,4,4.7,5579.0
1553,45,22,0,2,54,4.5,2244.0
2226,49,64,0,1,23,3.5,3093.0
4236,54,26,0,2,25,4.9,6119.0
4670,13,18,1,2,41,4.5,6514.0
3413,34,97,0,0,26,4.2,4242.0
3096,78,53,1,2,28,4.8,5242.0
3414,39,87,1,0,28,3.3,4669.0
3966,85,55,0,2,21,3.3,6206.0
4237,77,17,1,2,10,4.1,6694.0
2349,97,46,0,1,27,3.1,3459.0
3609,38,28,1,2,51,4.3,5412.0
1502,82,72,1,2,51,3.5,2359.0
5755,77,55,1,0,15,3.2,7956.0
5569,60,80,0,0,54,3.8,7419.0
2392,33,35,1,1,17,3.9,3300.0
3530,23,55,1,2,39,3.3,5119.0
4660,78,55,1,0,35,3.1,6493.0
3876,27,84,0,2,5,3.8,6401.0
3433,51,23,0,1,16,4.5,4411.0
2880,66,94,1,0,23,4.7,4253.0
5181,92,72,1,0,39,3.2,7555.0
2790,21,81,1,1,48,4.0,4009.0
3140,91,12,1,2,9,3.5,5022.0
4182,26,37,0,0,33,3.7,4671.0
2487,39,38,0,0,35,4.9,3025.0
2718,97,96,0,1,57,3.7,4308.0
2855,84,27,1,1,40,3.7,4178.0
5765,32,44,0,1,50,3.4,7391.0
5635,90,86,1,2,24,4.9,9849.0
3060,10,85,1,2,24,3.9,4536.0
2918,88,56,1,2,50,4.1,4734.0
2454,41,14,0,1,24,3.9,3096.0
2483,18,84,1,0,19,3.5,3029.0
2474,24,68,0,2,39,4.6,3587.0
5633,37,84,1,1,25,3.1,8106.0
5472,33,68,0,2,52,4.4,7789.0
2413,69,56,1,0,31,4.2,3409.0
1536,44,22,0,0,59,3.3,1598.0
4887,95,87,1,1,38,3.3,8094.0
3211,36,98,0,0,25,4.3,4301.0
4520,92,42,1,1,27,3.6,6859.0
2295,85,71,1,1,32,3.5,3372.0
5536,29,88,1,1,11,3.1,8007.0
4611,74,25,0,1,5,4.5,7065.0
2824,94,53,1,0,44,4.8,4218.0
1817,58,67,1,0,33,4.6,2636.0
3896,10,15,1,0,19,3.9,4625.0
3662,19,98,0,0,43,4.1,4419.0
4245,56,24,1,1,47,3.5,6011.0
3091,68,13,1,1,57,3.3,4501.0
4611,71,65,0,0,16,4.6,6013.0
5430,95,73,1,2,35,4.6,9373.0
3496,27,77,0,2,11,4.6,5300.0
2812,55,43,1,2,11,3.9,4515.0
2785,41,100,0,0,10,4.7,3575.0
5811,36,65,0,1,34,4.9,7759.0
3883,27,41,0,1,52,3.7,4870.0
4739,48,18,1,2,5,3.4,7464.0
3639,58,72,1,2,23,3.9,5815.0
3204,91,81,0,1,55,3.4,4704.0
1862,53,87,1,2,25,4.8,3206.0
4104,81,42,1,2,29,3.7,6763.0
3216,63,96,0,1,40,4.2,4839.0
5951,43,30,0,2,13,4.2,8294.0
